PM10_GRIMM,PM25_GRIMM,PM1_GRIMM,PM10_OPC_N2_1,PM25_OPC_N2_1,PM1_OPC_N2_1,PM10_OPC_N2_2,PM25_OPC_N2_2,PM1_OPC_N2_2,PM25_NOVA,PM10_NOVA,PM25_EVM7,Temperature_dht11_1,RH_dht11_1,Temperature_dht11_2,RH_dht11_2,Temperature_kestrel,RH_kestrel,Wind_Speed_KESTREL
68.54,44.8,36.03,41.2378212611,29.9862952762,26.1661036809,36.5165679932,32.116370519,28.7250118256,30.1203703704,33.5592592593,62,37,55.1111111111,39.8,47.8666666667,37.2833333333,52.8666666667,0
72.37,44.87,35.95,38.1465439267,30.7210005654,26.8259296417,38.1824477514,31.136185752,27.7050432629,29.9981481481,34.2666666667,66.8,37,54.6666666667,40,47.7222222222,37.275,52.025,0
75.93,45.48,36.6,42.4002243491,30.387734918,26.5315435073,38.9844470978,32.3490927378,28.8156059265,31.1654545455,36.5327272727,67.8666666667,37,54.1764705882,40,47.4,37.225,52.3,0
70.87,45.22,36.22,39.2212846544,30.8645211326,26.9667845832,36.4190229528,31.1348085964,27.7326666888,30.8148148148,35.0148148148,65.8166666667,37,54,40,47,37.1583333333,52.1583333333,0
73.12,44.93,36.06,42.3487690196,31.0636491215,27.0969542335,40.5641450882,32.5573563576,28.9890197515,30.8888888889,35.5833333333,70.9,37,54,40,47,37.2333333333,52.0333333333,0
73.46,45.82,36.35,41.5541341305,30.7546490431,26.7760392428,34.3989540338,30.9756159782,27.6020023823,30.5648148148,34.2907407407,67.9666666667,37,53.125,40,46.3125,37.6166666667,51.3083333333,0
71.35,44.96,36.13,35.4591819539,28.9291132759,25.3999086268,37.1884909237,31.4591703976,28.0300478094,30.65,34.2,70.0833333333,37.3529411765,53.6470588235,40,46.8823529412,37.5166666667,51.3666666667,0
70.34,43.77,35.71,36.9641232491,30.1651464701,26.2101689577,38.4464120865,30.8097391128,27.4301983516,30.937037037,34.5018518519,70.45,37.4375,52.8125,40,45.4444444444,37.5666666667,51.625,0
64.26,43.5,35.51,34.0433417426,29.4420286814,25.8041061825,34.5354505777,30.5805727243,27.2919892073,30.5555555556,34.9,65.8333333333,37.2222222222,52.4444444444,40,45.8125,37.5666666667,50.7,0
61.31,42.21,34.64,37.2332495521,29.1700806337,25.5158251594,33.055551423,29.7097403208,26.6368290583,29.8018181818,33.3345454545,61.5833333333,37,53.8823529412,39.5,47.2222222222,37.1666666667,51.4916666667,0
70.77,42.25,34.76,36.9803345624,28.5982254253,24.9410528295,32.9257913477,29.9713963901,26.6209830116,29.4833333333,32.9962962963,64.2833333333,37,53.5882352941,39,47.7647058824,36.85,52.2416666667,0
84.08,43.03,35.71,39.4898548126,28.5428874758,24.8653126823,32.8441432317,30.2534885407,26.9903821945,29.0592592593,32.5259259259,63.9,37,53.5555555556,39,48,37.2,51.675,0
65.78,42.35,34.91,35.7605392933,28.5892273188,24.8685863018,36.5286785126,32.2747881572,28.8102389018,30.1703703704,33.6925925926,67.7833333333,37,53.5,39,48,36.9833333333,51.5083333333,0
69.17,42.17,34.8,36.1530840257,29.7302445804,25.8926423017,40.6579582214,32.2113039653,28.7405663808,30.35,34.9796296296,67.65,37,53,39.3333333333,47.1333333333,37.2,51.9166666667,0
67.29,41.42,34.27,32.4523476993,27.9479804319,24.3280483695,39.8638475206,30.2020956675,26.8315947851,29.0111111111,32.5981481481,61,37,53.3529411765,39.0555555556,47.9444444444,37,52.2833333333,0
69.13,42.51,34.6,33.1160167456,28.3514026403,24.5697414875,34.2233841419,30.5433373451,27.2135169506,29.6127272727,33.0981818182,61.5666666667,37,53.3125,39.8125,47.625,37.2416666667,51.9333333333,0
67.56,43.44,34.81,36.6514648199,29.0617880821,25.4164148569,36.2658184899,29.654428588,26.3496374554,28.9462962963,32.2851851852,63.45,37,53,40,46.9444444444,36.9583333333,52.1,0
71.16,42.29,34.2,37.2162069745,28.6432422002,24.7965430154,36.8250168562,29.0100820064,25.8336871862,28.9796296296,32.3685185185,61.7833333333,37,53,40,46.25,37.3,51.875,0
61.89,41.2,33.71,32.7322009592,27.6951739367,24.0369484846,36.1234685183,29.2567589283,25.8950819969,29.5185185185,32.8888888889,58.85,37,52.4705882353,40,46,37.1916666667,51.3416666667,0
64.02,41.96,34.77,35.0107733011,28.3913727999,24.7199720144,41.8546728246,30.394613827,27.0712817697,29.087037037,32.5037037037,63.7166666667,37,52.9375,40,46,37.6583333333,50.9083333333,0
66.62,43.11,34.85,34.9190182405,28.5875760247,24.9522531173,38.1972637176,30.7307914495,27.306902647,29.2055555556,32.8648148148,63.65,37,53,40,46.9375,37.6916666667,50.2916666667,0
64.85,42.2,34.34,32.1677649816,28.8799259398,25.2586218516,35.4664321476,30.2582220501,27.0356447432,29.1981818182,32.6581818182,64.6333333333,37,53.2777777778,39.2222222222,47.4444444444,37.2166666667,51.1583333333,0
65.97,42.22,34.26,37.2182871875,27.8376738604,24.1075075935,33.7752511642,29.307058671,25.9979942546,29.4296296296,32.8611111111,62,37,54.1176470588,39,48,37.0416666667,52.0833333333,0
62.35,42.86,34.62,38.5356260538,29.037330389,25.2735136747,32.7994248072,29.7314142651,26.5081172519,29.3592592593,33.6703703704,66.3,37,54.125,39,48,37.0083333333,51.7166666667,0
67.14,44.87,35.96,37.6750443402,28.8793248569,25.0637563818,34.3106766939,29.1643512249,25.9850399494,29.4462962963,33.0166666667,65.7833333333,37,55,39,48.75,36.8666666667,52.425,0
65.07,42.83,34.96,39.7396520376,30.5570379496,26.5625183582,35.7053812812,31.1259441376,27.762833427,30.2574074074,34.1611111111,67.4333333333,37,54.9375,39,48.7647058824,36.8,52.4083333333,0
65.77,43.06,34.37,34.7833461762,28.7718892627,25.0841315587,38.0371652842,30.6203151941,27.3208053112,30.1,34.0740740741,64.1166666667,36.1111111111,55.9444444444,39,49,36.4166666667,53.8833333333,0
69.22,43.25,34.63,37.8033271203,27.9634725131,24.3538345924,34.7000365538,29.9960949842,26.747831008,29.06,34.4545454545,64.5666666667,36.8461538462,55.3846153846,39,48.8235294118,36.925,53.75,0
72.33,42.2,34.34,38.3164599737,29.5731126997,25.6880551444,40.1627528932,31.6579850515,28.1415576935,29.7074074074,33.3907407407,63.1166666667,37,54.1666666667,39,48.1666666667,36.7083333333,52.5166666667,0
72.83,42.46,34.09,36.5106890361,29.1091626485,25.4382884979,38.8281674385,30.8290985823,27.3628963232,29.9981481481,34.3481481481,65.5833333333,37,54.7333333333,39,48.9375,36.6333333333,53.725,0
66.86,42.82,34.03,41.1874068124,29.1575916835,25.4140058245,39.1407642365,31.1076768239,27.5218901104,29.637037037,34.1148148148,62.7,37,54.5714285714,39,49,36.7333333333,52.9083333333,0
67.27,43.25,34.11,39.3982741412,28.6127584121,24.7733342788,34.9973136902,29.9869374593,26.6556285858,29.5055555556,33.5851851852,67.3,37,54.4117647059,39,48.7333333333,36.8083333333,53.1833333333,0
72.52,41.47,33.69,34.9989600182,28.4359492064,24.7117496729,36.2651003669,30.53561536,27.0851682775,28.662962963,32.1074074074,62.3666666667,37,54,39,48.8235294118,37.1083333333,52.375,0
68.79,40.48,33.37,34.2982478422,28.4229900136,24.7477026547,34.673794047,29.7903494517,26.4690221151,29.4545454545,34.3345454545,62.5666666667,37,54.5882352941,39,49,36.7833333333,52.825,0
61.3,40.54,33.38,38.8599665165,28.9257065058,25.1434327364,38.4106487036,29.7107291222,26.6037993431,28.4740740741,33.4222222222,61.75,37,54.4375,39,48.9375,37,52.8,0
62.73,41.08,33.37,37.1682160321,28.4545129888,24.7930019603,35.3732282003,29.7755554199,26.5379494985,28.2722222222,31.8722222222,63.1333333333,37,54.6470588235,39,49.5333333333,37.225,52.275,0
67.06,41.56,33.4,37.4391555786,28.7572478188,24.8645245234,38.6530461629,29.8678969065,26.6826632182,28.0055555556,32.4407407407,62.15,36.6111111111,54.8888888889,38.8666666667,50.2666666667,36.8666666667,51.9583333333,0
58.95,42.08,33.15,37.0083189011,28.1686796612,24.4943916533,37.0344834858,28.9741867913,25.7033414841,27.8777777778,31.4666666667,62.4333333333,36,56.2222222222,38,50,36.9166666667,52.5083333333,0
72.02,41.65,33.5,33.8237010241,27.663667798,24.1100531817,43.3357615751,30.8495618035,27.3642554564,28.5481481481,31.9462962963,61.0666666667,36,57.625,38,51.0588235294,35.9833333333,53.55,0
65.47,40.74,33.07,41.2476139069,28.9341931343,25.089215517,40.3624411689,30.7782148785,27.2164536582,28.6890909091,33.7927272727,61.0333333333,35.875,58.4375,38,52,36.2916666667,54.75,0
68.06,41.32,33,36.4028572506,28.388068517,24.7341432571,41.3532740275,30.5758889516,27.1095921834,28.6111111111,33.0296296296,58.7166666667,35,58.5,37.6666666667,52.2,35.65,54.7583333333,0
68.71,41.84,33.22,38.9577058904,28.9745747061,25.1549409979,40.9278780993,30.3958089492,26.8076235827,28.2648148148,31.55,58.3666666667,35,59,37,52.4117647059,36.0333333333,55.275,0
71.76,40.85,32.94,34.1502262751,28.6172570123,24.7407987383,37.7359256744,29.8878104266,26.4090507732,29.3759259259,34.1388888889,62.7166666667,35,59.7777777778,37,53.1176470588,35.6333333333,55.2833333333,0
70.57,40.3,32.89,39.3167614937,28.557975769,24.7398543358,42.2259568607,30.2986182044,26.7175079795,29.0222222222,33.462962963,63.2666666667,35,60,36.7058823529,54.1176470588,35.4666666667,55.7166666667,0
64.64,40.18,32.57,35.7838149601,27.4841570324,23.7368543413,36.5523247189,29.9009150399,26.5003971524,28.8611111111,33.3037037037,61.2333333333,34.1111111111,60.3888888889,36,55.1111111111,35.475,55.6333333333,0
69.15,40.61,32.54,34.2283649444,28.417404287,24.5798906438,33.6167815713,29.7081956302,26.2775694903,28.7672727273,32.58,63.8,34.0588235294,61,36,56,35.3916666667,55.8,0
69,40.52,32.4,41.5401440859,27.7735702992,23.9711070061,36.222435222,30.0395637961,26.5170106327,29.1074074074,33.2277777778,61.95,34,61,36,56,35.15,56.3666666667,0
65.58,39.87,32.41,35.0005121792,27.5357846653,23.6686194925,39.7476145426,29.1503762563,25.7376862844,29.4907407407,33.7777777778,66.0833333333,34.4117647059,60.7058823529,36,56,35.4833333333,56.1833333333,0
66.76,39.43,31.74,36.2196547985,27.0705674887,23.4060018063,35.251617656,29.1819784501,25.8381880592,28.6296296296,33.2907407407,60.1,35,61,36,56.7647058824,35.55,55.7333333333,0
64.02,37.8,31.16,39.4705632528,28.1001683553,24.3102527618,38.3405838013,30.1663508945,26.674987581,28.6111111111,33.4740740741,56.9333333333,35,60.8,36,56.6111111111,35.3333333333,56.0666666667,0
59.92,36.3,30.12,37.9931020176,27.3259387297,23.5634449229,36.5852728451,29.4242981181,26.1374999776,27.2981818182,30.4890909091,56.7,34.7647058824,60.6470588235,36,56.6470588235,35.3166666667,56.4833333333,0
63.35,37.89,30.74,35.5459776486,26.2554660124,22.7596324472,38.065251112,27.9125646353,24.7208014727,26.9925925926,30.6759259259,54.9666666667,34.4117647059,60.5882352941,36,56.8125,35.225,56.1333333333,0
60.92,37.94,30.51,34.7580713384,26.8576176587,23.2352371216,36.9020787407,28.5375471676,25.2848749722,27.412962963,30.7,56.1,34.5294117647,60.8235294118,36,56.9411764706,35.2916666667,56.4166666667,0
62.9,38.34,30.69,31.9909645529,26.6205034817,23.1969382342,34.2443557066,28.5262007994,25.2019870982,26.8703703704,30.0185185185,54.55,34.8823529412,60,36,56,35.3333333333,55.85,0
63.35,37.92,30.33,30.8138125925,26.1449069977,22.6493587494,38.6209092982,28.7111340691,25.4001994414,27.0277777778,30.1259259259,58.7166666667,35,60,36,56,35.275,55.9583333333,0
68.24,37.7,30.53,32.0196000338,26.1365561485,22.6573930979,37.4179462433,29.3744768778,25.8533448537,27.4290909091,30.9563636364,57.4,34.4375,60.375,36,56.3333333333,35.1,56.175,0
68.22,38.42,30.81,36.8935432434,25.9901936849,22.4563340081,41.4553707347,28.457714754,25.0634260739,26.3666666667,29.712962963,58.8666666667,34,61,36,57,35.0416666667,56.6083333333,0
65.42,38.02,30.55,33.6158603032,27.0454272164,23.3508686489,34.9711455177,29.0294778487,25.6348446117,26.687037037,30.4574074074,58.1666666667,34.0555555556,61,36,57,35.0333333333,56.75,0
65.29,37.06,30.59,31.2962637509,26.2466983795,22.6382589901,40.5109728645,27.9347285102,24.6122842677,27.0166666667,32.4037037037,59.4,34,61,36,56.6470588235,34.925,56.875,0
68.71,38.33,30.62,38.9479357004,25.4361945391,21.8676122427,34.7414194743,28.0209081014,24.790353775,27.2648148148,30.5092592593,53.3833333333,34.0625,61,36,57,35.075,56.7583333333,0
70.5,37.3,30.77,39.8574608564,26.8140869141,23.0256091356,37.3181878196,29.0158761342,25.6068268882,27.0833333333,30.3388888889,55.2,34.6875,60.875,36,56.8888888889,35.2916666667,56.2416666667,0
80.52,37.64,30.54,36.6646260156,26.8793656031,23.0037441254,32.6542310154,28.2592936123,24.8983045466,26.9981818182,32.1,56.8166666667,34.8333333333,60.8333333333,36,56.7647058824,34.9583333333,56.5416666667,0
62.28,37.71,30.47,32.7574820799,26.2083808675,22.5263004303,31.8877631293,27.3924459881,24.1992072,26.9648148148,33.0425925926,56.9,34.2352941176,61,36,57.1111111111,35.05,57.1,0
68.88,38.79,31.17,34.8522207597,26.4635596556,22.7238385818,34.2204190493,28.7144201994,25.4419828653,27.2666666667,32.0759259259,57.3666666667,34,61,36,56.9375,35.0833333333,56.775,0
68.68,39.48,30.9,37.1432299084,27.1407794952,23.2382078171,37.6093276342,29.4479111565,26.0844637553,28.1259259259,33.0611111111,57.3666666667,34,61.2777777778,36,57,34.85,56.8666666667,0
71.15,38.57,30.9,34.0804333406,25.7524587968,22.2087190291,42.3074413935,28.8139275445,25.1624089347,27.0962962963,31.3074074074,53.0833333333,34,61.7647058824,36,57,34.9333333333,57.2583333333,0
75.18,38.44,30.76,36.5408821106,26.312767141,22.582061992,40.1367371082,28.6299481392,25.1018756628,27.2185185185,30.8592592593,55.7,34,62,36,57.375,34.875,57.3833333333,0
65.04,39.3,31.15,34.2409295534,25.4536808415,21.8383466821,37.0651471755,28.7533861048,25.2333929398,26.8236363636,30.5890909091,57.55,34.6315789474,61.6315789474,36,57.2352941176,34.85,58.0166666667,0
81.22,38.57,31.4,37.2255399227,26.6785304546,22.8948343992,39.4466182921,29.3863042196,25.6983737945,27.0092592593,32.4888888889,58.15,34.6875,61,36,57,34.9,57.5666666667,0
70.04,39.17,31.66,33.0870230058,28.2117725821,24.1947376027,34.9486569299,30.0168682734,26.5311143663,28.1518518519,32.9018518519,64.5666666667,34.2352941176,61.4117647059,36,57,34.775,57.3583333333,0
68.76,39.33,32.09,39.4162014409,28.0840347692,24.0642471314,37.5398554484,29.5957106272,25.9409800212,27.7518518519,33.8407407407,59.9833333333,34,62.5263157895,36,57.9333333333,34.4666666667,58.2333333333,0
81.28,44.79,35.01,41.1268624067,28.8977764845,24.7896965742,42.5416258644,31.219128216,27.4197460623,28.5611111111,32.8037037037,65.65,34,63,36,58,34.225,59.1916666667,0
79.07,44.91,35.54,39.969379425,31.5907218036,27.1464654137,46.460445404,34.8390141726,30.4389346838,30.2236363636,36.8363636364,72.3,34,63,35.625,58,34.4,59.3333333333,0
80.26,43.5,34.53,43.2822808659,32.2459142348,27.576379776,41.0429974724,34.3949388616,30.1249599457,32.2407407407,38.5814814815,70.2,34,63,35.0588235294,57.7647058824,34.4583333333,58.8583333333,0
83.17,42.59,33.79,46.1913167168,31.3438776802,26.8333775015,42.8225000045,33.2499511943,29.1011057461,30.637037037,36.7444444444,68.2833333333,34,62.4705882353,35.8235294118,58.0588235294,34.5916666667,58.55,0
87.52,42.68,34.04,41.656740427,30.2001094818,25.7943037748,39.5502825344,31.9456647985,27.9494823007,30.212962963,38.2,64.55,34.0625,62.1875,36,58.0588235294,34.575,58.7333333333,0
65.92,43.52,34.16,46.7123577595,31.1091614962,26.699287653,42.8304941389,33.3826335271,29.3009578917,30.2148148148,37.1796296296,70.5833333333,34.0625,62.375,36,58.1666666667,34.475,59,0.0333333333
72.05,43.76,34.36,42.5992401971,32.4088265101,27.7202306324,51.9275420694,34.9917416292,30.55968049,30.0490909091,35.92,64.5333333333,34,63.3333333333,36,59,34.2083333333,60.1916666667,0
76.99,44.61,35,47.0843831231,32.6468064925,27.7016972935,42.042273283,33.863314867,29.5355006456,31.0222222222,37.0037037037,69.2,34,64,36,59,34.1333333333,61.3,0
74,43.09,34.33,52.1670725505,37.2758359273,31.9858744303,50.379687141,38.5836818919,33.811421787,31.7555555556,37.6240740741,68.8333333333,34,66.4,35.8823529412,60.5882352941,33.9583333333,61.9333333333,0
77.59,43.66,34.79,45.5803083532,32.6700774922,27.9416413027,50.4818761489,34.6609124576,30.2578583886,30.8388888889,36.4388888889,68.9166666667,34,65.8235294118,35.8823529412,60.4705882353,33.9916666667,63.4333333333,0
70.89,46.84,35.83,50.1005737517,32.6995404561,28.1687028673,50.0430289374,36.8134430779,32.0792307324,30.8537037037,35.9203703704,67.5166666667,34,64.2777777778,36,59.7777777778,34.4583333333,61.0916666667,0
74.67,46.72,36.31,50.1956473457,38.812250985,33.4829330444,48.5492762397,42.2347605088,37.0349836911,31.9145454545,37.4963636364,71.55,34,66.6666666667,35.6470588235,61.3529411765,33.6416666667,63.275,0.2333333333
79.39,44.86,35.66,55.3984578451,42.3449976179,36.3974170685,55.229516422,43.5522999483,37.8794281903,35.4425925926,40.3666666667,70.3333333333,33.5,69.6111111111,35,62.5882352941,32.775,67.05,0.5916666667
77.54,46.84,36.43,47.8900740147,37.5153727531,32.3418351412,52.7943918565,40.0262237998,34.9631944544,34.1166666667,41.7111111111,68.75,33,70.4375,35,63.8823529412,33.2083333333,67.5916666667,0.1166666667
89.1,47.81,37.66,45.3619401455,38.5016319752,33.0578360558,48.4959996541,39.690964169,34.6068806119,33.7592592593,41.4111111111,75.6,33.9375,69.125,35,63,33.875,65.1416666667,0
88.25,48.27,37.51,47.8673328823,41.2449001736,35.4213464525,46.2456319332,42.3536419868,36.9990627766,35.2407407407,42.2092592593,77.55,34,68.4444444444,35,62.375,33.8166666667,64.3083333333,0
85.72,47.82,37.48,53.1585091485,39.6935787201,34.0412458844,56.7907095516,42.6496285831,37.2166884927,35.1054545455,42.3781818182,75.05,34,68.9444444444,35,62.9411764706,33.7833333333,64.65,0
82.31,48.34,37.44,44.7300415039,39.293288287,33.7129563724,54.2181355794,40.9451319377,35.7765463511,34.4185185185,42.2203703704,77.0833333333,34,68.1764705882,35,63,33.8916666667,64.5166666667,0
88.65,48.16,37.64,48.6164187381,38.8036007128,33.1945346029,49.3324277666,41.016430325,35.7345102098,34.5962962963,42.4166666667,76.95,34,68.0526315789,35,62.5,34.0583333333,64.3166666667,0
86.79,48.24,37.21,49.8950139364,42.1048416138,36.1533457438,52.6550838246,44.7963386984,39.0527657902,36.5518518519,48.5277777778,80.0833333333,34,67.9333333333,35,62.4705882353,33.9416666667,64.0166666667,0
80.74,48.47,37.72,52.6168801785,40.7319357395,34.675065279,54.4311534657,42.1267893174,36.7545969346,34.9944444444,40.3037037037,77.9666666667,34,69,35,63,33.7416666667,64.5833333333,0
78.48,48.93,37.78,45.3594272137,39.8443038464,33.9674385786,50.0020826003,41.1048776963,35.7860067031,35.4309090909,42.8745454545,74.1666666667,32.9375,74.8125,35,63,33.7416666667,64.9416666667,0
81.85,48.49,37.8,48.5644448598,41.8482252757,35.7134931352,49.5943891737,43.1439403958,37.4632937113,36.5240740741,46.6592592593,78.95,34,69,35,63.1666666667,33.7833333333,64.8583333333,0
80.62,48.74,37.73,48.1897692961,42.0140524472,36.0259924496,55.100361824,43.154471159,37.6724684238,35.9185185185,43.4685185185,74.5333333333,34,69.1764705882,35,64,33.6916666667,65.125,0
84.94,45.8,37.03,52.1202646891,41.3725323147,35.3716284434,53.5359651778,43.0477727254,37.4239747789,35.0537037037,41.2833333333,74.7833333333,34,69.3333333333,35,64,33.8583333333,64.95,0
77.11,48.1,37.59,50.3902163786,40.8657430761,34.7885131836,47.6038385279,41.7483686559,36.3800755669,35.0092592593,40.9166666667,73.9333333333,34,69,35,64,33.9583333333,64.525,0
74.8,47,37.39,45.8528633118,39.6921437581,34.0007917616,51.552711286,42.4417997661,36.9123683729,35.6740740741,44.4148148148,75.0666666667,34,69.7222222222,35,64,33.725,64.7583333333,0
75.53,46.07,36.5,47.7262098524,40.7913653056,34.8423735301,46.8731202518,41.6470455843,36.2588467317,33.9472727273,41.0872727273,74.6333333333,34,70,35,64,33.5833333333,65.4833333333,0
77.05,47.43,36.8,46.7266572316,41.4938180712,35.768272188,58.5315067768,43.5130414963,37.8966383934,35.0814814815,42.1925925926,74.1333333333,33.3333333333,70.5555555556,34.375,64.5,33.075,66.7333333333,0.2916666667
72.95,45.26,36.44,47.5999101003,40.604991595,34.9948800405,51.0863015024,41.3746641059,36.2629494918,35.2240740741,43.0037037037,75.95,33,71.5,34,65.4736842105,33.1083333333,67.5416666667,0
109.34,68.64,47.89,49.95,36.08,28.85,53.61,45.74,37.06,NA,NA,NA,33.67,72,34,63.35,34.14,62.36,0
109.31,65.87,46.6,65.14,52.86,42.83,50.61,45.06,36.84,NA,NA,NA,34,71.35,34,63,34.1,62.12,0
117.15,67.05,46.4,74.33,51.04,41.04,51.87,42.91,34.78,NA,NA,NA,34,71.13,34,63,34.1,62.24,0
104.37,64.47,45.78,66.2,49.7,40.36,49.43,43.06,34.94,NA,NA,NA,34,70.06,34,63,34.1,62.2,0
113.21,65.65,45.39,61.23,49.5,40.11,53.02,42.85,34.72,NA,NA,NA,34,70,34,63,34.13,62.09,0
108.32,64.09,44.19,59.02,48.85,39.56,54.15,41.15,33.3,NA,NA,NA,34,70,34,62.56,34.14,61.93,0
102.08,63.47,44,65.2,48.33,38.91,49.6,40.76,33.01,NA,NA,NA,34,69.94,34,62,34.17,61.73,0
105.97,62.78,42.88,61.13,46.73,37.73,49.01,39.79,32.2,NA,NA,NA,34,69.75,34.06,62.06,34.19,61.73,0
101.83,61.84,42.16,56.11,46.3,37.45,44.73,38.91,31.55,NA,NA,NA,34,69.88,34,62,34.2,61.74,0
103.96,60.83,41.76,58.5,45.59,36.71,45.36,38.09,30.91,NA,NA,NA,34,69.5,34,62,34.13,61.73,0
105.01,59.21,41.38,56.97,45.12,36.28,46.9,38.03,30.66,NA,NA,NA,34,69.78,34,62.17,34.16,61.77,0
113.1,59.74,40.59,58.76,43.84,35.39,48.86,37.75,30.34,NA,NA,NA,32.94,75.56,34.18,62.47,34.18,62.13,0
106.27,58.33,40.23,53.71,42.5,34.13,44.54,36.69,29.57,NA,NA,NA,34,69.94,34.73,62.4,34.2,62.12,0
105.61,59.13,39.75,52.28,42.51,34.12,44.29,35.59,28.51,NA,NA,NA,34,69.83,34.93,62.2,34.2,62.1,0
106.29,59.06,39.13,55.66,41.7,33.44,41.39,36.2,29.15,NA,NA,NA,34,69.18,34.94,62,34.2,61.7,0
126.56,79.02,57.34,53.53,42.27,33.83,41.53,35.77,28.57,NA,NA,NA,34,69,34.88,62,34.2,61.48,0
184.2,131.02,102.85,81.76,67.32,55.2,68,60.07,49.45,NA,NA,NA,34,69,35,62,34.2,61.43,0
211.34,162.07,128.56,124.93,105.53,88.38,101.45,88.76,73.97,NA,NA,NA,34,69,34.76,62,34.2,61.4,0
282.66,223.45,180.62,139.7,127.05,106.29,123.18,110.74,92.85,NA,NA,NA,34,69,34.94,62,34.2,61.33,0
331.37,277.43,229.91,192.76,173.92,144.96,163.64,153.56,128.07,NA,NA,NA,33.06,74.17,35,62,34.2,61.38,0
403.5,333.69,278.22,220.99,205.81,171.27,201.17,187.13,155.72,NA,NA,NA,34,69,35,62,34.2,61.33,0
437.31,377.9,317.49,253.95,242.21,200.81,230.75,219.15,180.86,NA,NA,NA,34,69,35,62,34.2,61.37,0
501.21,432.93,366.53,285.67,272.33,224.54,261.46,248.77,204.69,NA,NA,NA,34,69,35,62,34.2,61.43,0
533.16,467.04,397.89,318.25,301.09,247.35,285.66,270.84,221.31,NA,NA,NA,34,69,35,62,34.2,61.47,0
576.76,509.31,432.73,336.03,319.87,262.02,304.24,290.16,236.24,NA,NA,NA,34,69,35,61.93,34.2,61.33,0
630.84,570.35,489.74,353.66,341.58,278.39,324.33,307.72,249.94,NA,NA,NA,33.06,74.17,35,61.88,34.2,61.29,0
668.96,606.24,519.03,391.36,374.03,303.21,346.03,333.04,268.59,NA,NA,NA,34,69,35,61.8,34.2,61.27,0
761.99,689.17,593.45,412.22,397.06,318.91,367.05,358.88,287.68,NA,NA,NA,34,69,35,61.72,34.21,61.26,0
2530.72,2447.41,2108.22,446.06,429.01,341.67,408.55,393.04,312.16,NA,NA,NA,34,69,35,61.13,34.2,61.17,0
844.2,725.75,624.01,1022.5,994.97,669.85,937.34,907.69,598.32,NA,NA,NA,34,68.33,35,61,34.23,61.18,0
712.58,627.09,533.54,436.4,414.81,333.05,403.44,380.71,300.15,NA,NA,NA,34,67.82,35,60.59,34.3,60.44,0
665.49,578.15,494.98,413.62,393.93,318.56,408.46,384,300.66,NA,NA,NA,34,67.78,35,60.11,34.3,60.07,0
626.45,550.92,472.39,391.61,376.04,305.36,368.23,336.74,269.3,NA,NA,NA,34,67.71,35,59.81,34.3,59.35,0
645.8,560.11,478.66,371.27,354.48,289.15,353.49,322.19,258.33,NA,NA,NA,30.6,86.13,34.89,59.78,34.28,58.86,0
681.67,603.84,515.14,386.72,368.92,299.88,351.42,331.8,265.64,NA,NA,NA,33.06,72.22,34.88,59,34.2,58.39,0
647.35,564.58,479.03,423.29,404.56,325.64,379.89,348.09,276.93,NA,NA,NA,34,66.44,34.82,59,34.2,58.3,0
645.93,571.66,484.08,381.83,366.68,297.19,374.09,345.11,275.22,NA,NA,NA,34,66.13,34.75,59,34.2,58.18,0
677.52,600.12,505.98,386.52,370.37,300.14,360.97,338.8,269.99,NA,NA,NA,34,66.17,34.83,58.83,34.2,58.02,0
713.6,631.66,522.3,417.15,402.51,323.5,387.06,365.31,288.26,NA,NA,NA,34,66,34.93,58.13,34.2,57.84,0
892.77,791.15,644.47,398.96,385.31,308.06,418.11,394.97,307.26,NA,NA,NA,34,66.17,34.76,58,34.2,57.73,0
960.5,841.83,676.43,523.2,507.66,392.23,485.3,454.75,346.34,NA,NA,NA,34,67.65,34.53,58.65,34.2,57.88,0
995.93,877.71,702.02,515.04,496.65,383.07,494.26,470.9,355.7,NA,NA,NA,34,66.22,34.76,58,34.2,57.6,0
989.01,856.73,681.23,566.1,540.94,412.12,527.51,497.34,372.39,NA,NA,NA,33.94,66.41,34.61,58.17,34.2,57.77,0
991.31,861.26,684.51,545.94,521.84,397.99,516.15,486.72,366.05,NA,NA,NA,34,66,34.61,58.11,34.2,57.49,0
978.33,858.35,678.85,542.47,519.11,396.19,514.92,488.94,367.19,NA,NA,NA,34,66,34.5,58,34.19,57.82,0
1003.09,881.05,698.55,537.49,515.62,393.6,521.55,489.61,366.52,NA,NA,NA,34,66.27,34.17,58,34.19,57.55,0
964.68,852.55,672.7,551.13,528.65,402.72,516.11,485.67,364.9,NA,NA,NA,34,66.61,34.38,58,34.13,57.65,0
963.41,848.43,670.54,531.63,507.89,388.09,503.63,476.45,358.42,NA,NA,NA,34,66.18,34.39,58.44,34.1,57.83,0
999.11,889.84,704.47,535.56,516.32,393.92,517.01,480.77,360.87,NA,NA,NA,33.88,66.71,34.22,58.33,34.1,57.83,0
953.35,839.65,661.49,560.21,539.01,409.53,514.9,484.7,363.36,NA,NA,NA,34,66.47,34.29,58.76,34.1,58.11,0
905.85,805.23,635.02,534.82,510.36,389.76,493.25,469.78,353.53,NA,NA,NA,33.93,66.36,34.41,58,34.1,58.02,0
